등급	어휘	품사	길잡이말	유의어	반의어	주제	대범주	소범주
중급	국경일	명사	국경일로 정하다			주말 및 휴가		
고급	국고	명사	국고를 지원하다			경제 경영	경제생활	경제 수단
고급	국군	명사	국군 장병			정치	정치와 행정	사법 및 치안 주체
중급	국기	명사	국기를 달다			공공기관 이용하기		
초급	국내	명사	국내와 국외		국외	여행	개념	지역
중급	국내선	명사	국내선으로 갈아타다			교통 이용하기	사회생활	교통수단
고급	국내외	명사	국내외 정세			정치	정치와 행정	정치 및 치안 상태
고급	국도	명사	7번 국도				사회생활	교통 이용 장소
고급	국력	명사	국력 신장			정치	정치와 행정	정치 및 치안 상태
중급	국립	명사	국립 미술관			공공기관 이용하기		
고급	국무총리	명사	국무총리로 임명되다	총리		정치		
중급	국물	명사	국물을 마시다	국		요리 설명하기	식생활	음식
중급	국민	명사	국민 소득				정치와 행정	정치 및 행정 주체
고급	국민적01∙국민적	관형사∙명사	국민적 관심			사회제도		
고급	국방	명사	국방의 의무			정치	정치와 행정	사법 및 치안 행위
고급	국방부	명사	기관			사회제도		
고급	국보	명사	국보로 지정하다			예술	문화	전통문화
고급	국비	명사	국비 유학	관비		정치	경제생활	경제 수단
중급	국산	명사	국산을 애용하다	국내산		물건사기		
고급	국세청	명사	기관			사회제도	정치와 행정	공공 기관
초급	국수	명사	국수를 먹다	면04		음식 주문하기	식생활	음식
고급	국악	명사	국악 공연	한국 음악00		예술	문화	전통문화
중급	국어	명사	국어를 가르치다			언어	교육	전공과 교과목
고급	국왕	명사	국왕이 즉위하다			정치	정치와 행정	정치 및 행정 주체
중급	국외	명사	국외와 국내		국내	문화 비교하기	개념	지역
고급	국익	명사	국익을 도모하다			정치	경제생활	경제 상태
고급	국장	명사	국장으로 승진하다				사회생활	직위
초급	국적	명사	대한민국 국적					
고급	국정	명사	국정 운영			정치	정치와 행정	정치 및 행정 행위
초급	국제	명사	국제 관계			여행		
중급	국제결혼	명사	국제결혼 부부			문화 비교하기		
중급	국제선	명사	국제선으로 갈아타다			교통 이용하기	사회생활	교통수단
고급	국제적01∙국제적	관형사∙명사	국제적 갈등			사회문제	정치와 행정	정치 및 치안 상태
중급	국제화	명사	국제화 시대			문화 비교하기		
고급	국토	명사	국토를 개발하다			지리정보	정치와 행정	정치 및 치안 상태
고급	국한	명사	국한을 시키다					
중급	국화	명사	국화가 피다	국화꽃			동식물	식물류
중급	국회	명사	대한민국 국회			공공기관 이용하기	정치와 행정	공공 기관
고급	군01/군	의존명사/대명사	김 철수 군			인간관계		
고급	군	명사	군에 입대하다	군대		정치	정치와 행정	사법 및 치안 주체
중급	군	명사	행정 구역			지리정보	개념	지역
고급	군계일학	명사						
중급	군대	명사	군대에 가다	군03		공공기관 이용하기	정치와 행정	사법 및 치안 행위
중급	군데	의존명사	여러 군데				개념	지역
고급	군데군데01/군데군데	명사/부사	군데군데 둘러보다				개념	위치 및 방향
고급	군밤	명사	군밤을 먹다			식문화	식생활	음식
중급	군사	명사	군사 조직	병사01			정치와 행정	사법 및 치안 행위
고급	군사	명사	군사를 모으다	병졸|병사01		정치	정치와 행정	사법 및 치안 행위
초급	군인	명사	직업 군인			소개하기(자기소개)	정치와 행정	사법 및 치안 주체
고급	군중	명사	군중이 모이다			사회문제		
중급	굳다	동사	땅이 굳다		녹다	요리 설명하기	개념	성질
중급	굳다	동사	표정이 굳다				개념	성질
중급	굳어지다	동사	땅이 굳어지다					
중급	굳어지다	동사	결심이 굳어지다					
중급	굳어지다	동사	표정이 굳어지다					
중급	굳이	부사	굳이 말하다				인간	태도
고급	굳히다	동사	시멘트를 굳히다					
중급	굴	명사	굴을 파다			지리정보		
고급	굴곡	명사	굴곡이 심하다				개념	모양
고급	굴다	동사	귀찮게 굴다					
고급	굴뚝	명사	공장 굴뚝			건축	주생활	주택 구성
고급	굴러가다	동사	바퀴가 굴러가다					
고급	굴레	명사	굴레에서 벗어나다					
고급	굴리다	동사	공을 굴리다					
초급	굵다	형용사	팔뚝이 굵다		가늘다		개념	모양
중급	굶다	동사	밥을 굶다	주리다		건강	식생활	식사 및 조리 행위
고급	굶주리다	동사	굶주린 배			사회문제	삶	삶의 상태
고급	굶주림	명사	굶주림에 시달리다	기아		사회문제	삶	삶의 상태
중급	굽	명사	구두 굽				의생활	모자, 신발, 장신구
초급	굽다	동사	고기를 굽다			요리 설명하기	식생활	식사 및 조리 행위
중급	굽히다	동사	허리를 굽히다			건강	인간	신체 행위
중급	굽히다	동사	생각을 굽히다					
고급	궁	명사	궁에 살다	궁궐		건축	문화	전통문화
고급	궁궐	명사	궁궐을 짓다	궁02|궁전|궁정|대궐|전각		건축	문화	전통문화
고급	궁극적01∙궁극적	관형사∙명사	궁극적 목표					
고급	궁금증	명사	궁금증을 해결하다			심리	인간	인지 행위
초급	궁금하다	형용사	소식이 궁금하다			감정/기분 표현하기	인간	인지 행위
고급	궁리	명사	궁리가 떠오르다				인간	인지 행위
고급	궁중	명사	궁중 음식	궐내|궁내00		역사	문화	전통문화
고급	궂다	형용사	날씨가 궂다			기후	자연	기상 및 기후
초급	권	의존명사	책 한 권			공공기관 이용하기(도서관)	개념	세는 말
고급	권	접사	상품권			경제 경영		
고급	권	접사	수도권					
고급	권고	명사	권고를 받다				사회생활	사회 활동
중급	권력	명사	권력을 강화하다				정치와 행정	정치 및 행정 행위
중급	권리	명사	권리를 누리다			공공기관 이용하기		
중급	권위	명사	권위를 세우다					
고급	권위적01∙권위적	관형사∙명사	권위적 태도	권위주의적01|권위주의적02		인간관계		
중급	권유	명사	간곡한 권유					
고급	권익	명사	권익을 향상시키다			정치		
고급	권장	명사	권장 사항			정치	사회생활	사회 활동
고급	권총	명사	권총을 쏘다				정치와 행정	무기
고급	권태	명사	권태를 느끼다			심리	인간	감정
고급	권투	명사	권투 선수	복싱|권투 경기00		스포츠		
중급	권하다	동사	입원을 권하다					
고급	권한	명사	권한을 부여하다			직장생활		
고급	궤도	명사	궤도에 오르다			과학과 기술	개념	위치 및 방향
초급	귀	명사	귀로 듣다			외모 표현하기	인간	신체 부위
초급	귀	명사	귀가 밝다				인간	신체 부위
중급	귀가	명사	귀가 시간					
고급	귀감	명사	귀감으로 삼다			철학, 윤리		
초급	귀걸이	명사	귀걸이를 빼다	귀고리		복장 표현하기	의생활	모자, 신발, 장신구
중급	귀국	명사	귀국과 출국	환국		여행		
고급	귀납적01∙귀납적	관형사∙명사	귀납적 사고			철학, 윤리		
중급	귀신	명사	귀신이 되다					
중급	귀신	명사	청소에 귀신이다					
초급	귀여워하다	동사	강아지를 귀여워하다			감정/기분 표현하기	인간	감정
초급	귀엽다	형용사	얼굴이 귀엽다			감정/기분 표현하기	인간	감정
고급	귀족	명사	왕실 귀족			역사	사회생활	직위
중급	귀중하다	형용사	귀중한 보석			감정/기분 표현하기	인간	감정
초급	귀찮다	형용사	귀찮은 일			감정/기분 표현하기	인간	감정
고급	귀천	명사	귀천이 없다			직업과 진로		
중급	귀하01/귀하	명사/대명사	김철수 귀하					
중급	귀하다	형용사	귀한 신분		천하다	감정/기분 표현하기		
중급	귀하다	형용사	귀한 손님			감정/기분 표현하기		
중급	귀하다	형용사	귀한 보물			감정/기분 표현하기		
고급	귀향	명사	귀향 인파	환향				
고급	귓속말	명사	귓속말을 나누다	귀엣말		언어	사회생활	언어 행위
중급	규모	명사	규모가 크다				개념	모양
고급	규범	명사	규범을 어기다			철학, 윤리		
고급	규율	명사	규율을 지키다			철학, 윤리		
중급	규정	명사	규정을 지키다			공공기관 이용하기		
고급	규제	명사	규제를 강화하다			사회제도		
초급	규칙	명사	규칙을 어기다			학교생활	사회생활	사회 활동
중급	규칙적01∙규칙적	관형사∙명사	규칙적 생활				개념	시간
고급	균	명사	균에 감염되다	세균		보건과 의료		
중급	균형	명사	균형을 잡다	평형				
초급	귤	명사	귤을 까다			음식 주문하기	식생활	과일
초급	그02/그	관형사/대명사	그 사람			위치 표현하기	개념	지시
고급	그간	명사	그간의 사정	그사이			개념	지시
초급	그거	대명사				위치 표현하기	개념	지시
초급	그것	대명사				위치 표현하기	개념	지시
초급	그곳	대명사		거기		위치 표현하기	개념	지시
중급	그나마	부사	그나마 낫다					
고급	그나저나	부사	그나저나 다행이다					
초급	그날	명사	그날 밤			날짜 표현하기	개념	시간
초급	그냥	부사	그냥 가다					
초급	그냥	부사	그냥 주다					
중급	그네	명사	그네를 타다				삶	여가 도구
중급	그녀	대명사					개념	인칭
중급	그늘	명사	그늘이 지다	음영				
중급	그다지	부사	그다지 춥지 않다	그리02				
중급	그대	대명사					개념	인칭
초급	그대로	부사	그대로 두다				개념	모양
초급	그동안	명사	그동안 잘 지내다			시간 표현하기	개념	시간
초급	그때	명사	그때를 기억하다			시간 표현하기	개념	시간
고급	그때그때00/그때그때	명사/부사	그때그때 메모하다					
초급	그래	감탄사						
중급	그래도	줄어든 말	그리하여도				개념	접속
초급	그래서	부사		그러므로|따라서			개념	접속
고급	그래야	줄어든 말	그리하여야					
중급	그래프	명사	그래프로 나타내다					
중급	그램	의존명사	고기 백 그램			물건사기	개념	세는 말
중급	그러게	감탄사						
초급	그러나	부사					개념	접속
초급	그러니까	부사					개념	접속
중급	그러다	동사					개념	지시
초급	그러면	부사					개념	접속
초급	그러므로	부사		고로|그래서|따라서			개념	접속
중급	그럭저럭	부사	그럭저럭 견디다	그렁저렁				
초급	그런	관형사	그런 사람			위치 표현하기	개념	지시
중급	그런대로	부사	그런대로 괜찮다					
초급	그런데	부사					개념	접속
초급	그럼	부사						
초급	그럼	감탄사						
초급	그렇다	형용사	그런 사람			위치 표현하기	개념	지시
중급	그렇지	감탄사					인간	감정
초급	그렇지만	부사					개념	접속
